2624;0;(2);02;24;
2624;0;(1);02;
2624;0;(1);24;
2623;0;(2);14;24;
2623;0;(1);24;
2623;0;(1);14;
2622;0;(2);20;59;
2622;0;(1);20;
2622;0;(1);59;
2621;0;(2);19;33;
2621;0;(1);19;
2621;0;(1);33;
2620;0;(2);19;32;
2620;0;(1);19;
2620;0;(1);32;
2619;0;(2);11;34;
2619;0;(1);11;
2619;6;(1);34;
2618;0;(2);11 39
2618;0;(1);11
2618;0;(1);39
2618;0;(2);32 41
2618;0;(1);32
2618;0;(1);41
2617;0;(2);25;32;
2617;6;(1);25;
2617;0;(1);32;
2616;0;(2);05;31;
2616;0;(1);05;
2616;0;(1);31;
2615;0;(2);05;31;
2615;0;(1);05;
2615;0;(1);31;
2614;0;(2);05;31;
2614;0;(1);05;
2614;0;(1);31;
2613;0;(2);05;31
2613;0;(1);05
2613;0;(1);31;
2612;0;(2);05;31
2612;0;(1);05
2612;0;(1);31